1x,Aggravated Assault,Explorers of Ixalan,2017-11-24,False,True
1x,Altered Ego,Shadows over Innistrad,2016-04-08,False,True
1x,Aqueous Form,Theros,2013-09-27,False,True
1x,Arcane Signet,Ikoria Commander,2020-04-24,False,True
1x,As Foretold,Amonkhet,2017-04-28,False,True
1x,Bala Ged Recovery // Bala Ged Sanctuary,Zendikar Rising,2020-09-18,False,True
1x,Bear Umbra,Rise of the Eldrazi,2010-04-23,False,True
1x,Blasphemous Act,Innistrad,2011-09-30,False,True
1x,Breeding Pool,Ravnica Allegiance,2019-01-25,False,True
1x,Broken Bond,Dominaria,2018-04-27,False,True
1x,"Chandra, Torch of Defiance",Kaladesh,2016-09-30,False,True
1x,Chromatic Lantern,Guilds of Ravnica,2018-10-05,False,True
1x,Combat Celebrant,Amonkhet,2017-04-28,False,True
1x,Command Beacon,Commander 2015,2015-11-13,False,True
1x,Command Tower,Commander Legends,2020-11-20,False,True
1x,Cultivate,Planechase 2012,2012-06-01,False,True
1x,Deflecting Swat,Ikoria Commander,2020-04-24,False,True
1x,Dockside Extortionist,Commander 2019,2019-08-23,False,True
1x,"Domri, Anarch of Bolas",War of the Spark,2019-05-03,False,True
1x,Embercleave,Throne of Eldraine,2019-10-04,False,True
1x,"Etali, Primal Storm",Resale Promos,2018-07-31,True,True
1x,Expel from Orazca,Rivals of Ixalan,2018-01-19,False,True
1x,Fabled Passage,Throne of Eldraine,2019-10-04,False,True
1x,Farseek,Ravnica: City of Guilds,2005-10-07,False,True
1x,Fire-Lit Thicket,Shadowmoor,2008-05-02,False,True
1x,Flooded Grove,Eventide,2008-07-25,False,True
6x,Forest,Unglued,1998-08-17,False,True
1x,Glasspool Mimic // Glasspool Shore,Zendikar Rising,2020-09-18,False,False
1x,Growth Spiral,Commander Legends,2020-11-20,False,False
1x,Gruul Signet,Ravnica Kit Series 2,2019-02-15,False,True
1x,"Haldan, Avid Arcanist",Ikoria Commander,2020-04-24,True,True
1x,Helm of the Host,Dominaria,2018-04-27,False,True
1x,Heroic Intervention,Core Set 2021,2020-07-01,False,False
1x,Hinder,Champions of Kamigawa,2004-10-01,False,True
1x,Homeward Path,Commander 2013,2013-12-20,False,True
4x,Island,Unglued,1998-08-17,False,True
1x,Izzet Signet,Guild Kit Series 1,2018-09-29,False,True
1x,Ketria Triome,Ikoria: Lair of Behemoths,2020-04-24,False,True
1x,Khalni Ambush // Khalni Territory,Zendikar Rising,2020-09-18,False,True
1x,Kodama's Reach,Modern Masters,2013-06-07,False,True
1x,"Kruphix, God of Horizons",Journey into Nyx,2014-05-02,False,True
1x,Lotus Cobra,Zendikar Rising,2020-09-18,False,True
1x,Memory Lapse,Eternal Masters,2016-06-10,True,True
1x,Misty Rainforest,Zendikar,2009-10-02,False,True
1x,"Moraug, Fury of Akoum",Zendikar Rising,2020-09-18,False,True
2x,Mountain,Unglued,1998-08-17,False,True
1x,Mystical Tutor,Mirage,1996-10-07,False,True
1x,Nature's Lore,Garruk v Liliana Duel Deck,2009-10-30,False,True
1x,"Neheb, the Eternal",Hour of Devastation,2017-07-14,False,True
1x,"Nissa, Steward of Elements",Amonkhet,2017-04-28,False,True
1x,Noxious Revival,New Phyrexia,2011-05-13,False,True
1x,Oblivion Sower,Zendikar v Eldrazi Duel Deck,2015-08-21,True,True
1x,"Oko, Thief of Crowns",Throne of Eldraine,2019-10-04,False,True
1x,"Pako, Arcane Retriever",Ikoria Commander,2020-04-24,True,True
1x,Personal Tutor,Portal,1997-06-01,False,True
1x,Prismatic Vista,Modern Horizons,2019-06-14,False,True
1x,Psychic Surgery,New Phyrexia,2011-05-13,False,True
1x,Pyroblast,Ice Age,1995-06-01,False,True
1x,Rampant Growth,Magic 2012,2011-07-15,False,True
1x,"Rashmi, Eternities Crafter",Ikoria Commander,2020-04-24,False,False
1x,Reality Shift,Fate Reforged,2015-01-23,False,True
1x,Reclaim,Magic 2012,2011-07-15,False,True
1x,Rejuvenating Springs,Commander Legends,2020-11-20,False,True
1x,Return to Nature,Core Set 2021,2020-07-01,True,True
1x,Rogue's Passage,Magic Origins,2015-07-17,False,True
1x,Sakashima of a Thousand Faces,Commander Legends,2020-11-20,False,True
1x,Sakashima the Impostor,Mystery Booster,2019-11-07,False,False
1x,Scalding Tarn,Zendikar,2009-10-02,False,True
1x,Sea Gate Stormcaller,Zendikar Rising,2020-09-18,True,True
1x,Seasons Past,Shadows over Innistrad,2016-04-08,False,True
1x,Seize the Day,Odyssey,2001-10-01,False,True
1x,Simic Signet,Ravnica Kit Series 2,2019-02-15,False,True
1x,Sol Ring,Commander 2014,2014-11-07,False,True
1x,Spark Double,War of the Spark,2019-05-03,False,True
1x,Spire Garden,Battlebond,2018-06-08,False,True
1x,Steam Vents,Guilds of Ravnica,2018-10-05,False,True
1x,Stolen Strategy,Battlebond,2018-06-08,False,True
1x,Stomping Ground,Ravnica Allegiance,2019-01-25,False,True
1x,Strip Mine,Zendikar Rising Expedition,2020-09-18,False,True
1x,Summer Bloom,Visions,1997-02-03,False,True
1x,Swiftfoot Boots,Magic 2012,2011-07-15,False,True
1x,Sword of Feast and Famine,Double Masters,2020-08-07,False,True
1x,Sword of Light and Shadow,Double Masters,2020-08-07,False,True
1x,Taiga,Beta,1993-08-05,False,True
1x,Temple of Epiphany,Core Set 2021,2020-07-01,False,True
1x,Temple of Mystery,Core Set 2021,2020-07-01,False,True
1x,Temporal Spring,Apocalypse,2001-06-04,False,True
1x,Time Warp,Tempest,1997-10-13,False,True
1x,Trailblazer's Boots,Zendikar,2009-10-02,False,True
1x,Training Center,Commander Legends,2020-11-20,False,True
1x,Tropical Island,Beta,1993-08-05,False,True
1x,"Uro, Titan of Nature's Wrath",Theros Beyond Death,2020-01-24,False,True
1x,Veil of Summer,Core Set 2020,2019-07-21,False,True
1x,Volcanic Island,Beta,1993-08-05,False,True
1x,Wilderness Reclamation,Ravnica Allegiance,2019-01-25,False,False
1x,Wooded Foothills,Khans of Tarkir,2014-09-26,False,True
1x,Wrenn and Six,Modern Horizons,2019-06-14,False,True
